Acquired on 7/10/2022 at 18:08:19
Calibrated on 7/10/2022 at 10:40:43
Device Descriptor:  [none]
Scan Range (nm):  1525.002  --  1610.564
Measurement Type:  Reflection
Group Index:  1.454
Gain:  0 dB
Domain:  Frequency
Resolution Bandwidth (GHz):  1.030924
Frequency domain window was not applied to measurement data.
Number of Data Points (in this file):  16384
NOTE: Data stored in this file is not decimated.

Wavelength (nm)	Return Loss (dB)	Linear Amplitude (1/mm)	Return Loss	Polarization S	Polarization P	Group Delay (ns)	
1.52500159E+003	-2.92774887E+001	1.18100317E-003	-2.92774887E+001	-3.20158119E+001	-3.25779419E+001	2.98917847E+001	
1.52500659E+003	-2.72365284E+001	1.88950065E-003	-2.72365303E+001	-2.80308056E+001	-3.50057487E+001	2.98917847E+001	
1.52501160E+003	-2.68253632E+001	2.07713014E-003	-2.68253632E+001	-2.74841881E+001	-3.53407593E+001	2.99805889E+001	
1.52501648E+003	-2.75965519E+001	1.73918065E-003	-2.75965519E+001	-2.85224304E+001	-3.47635803E+001	2.99971771E+001	
1.52502136E+003	-2.73562794E+001	1.83811213E-003	-2.73562794E+001	-2.81858597E+001	-3.49537354E+001	2.99889355E+001	
1.52502637E+003	-2.70132484E+001	1.98918395E-003	-2.70132484E+001	-2.77457218E+001	-3.51042824E+001	2.99887943E+001	
1.52503137E+003	-2.73016529E+001	1.86137925E-003	-2.73016529E+001	-2.81367912E+001	-3.48727760E+001	2.99877815E+001	
1.52503625E+003	-2.73203621E+001	1.85337756E-003	-2.73203621E+001	-2.81574535E+001	-3.48822937E+001	2.99889317E+001	
1.52504114E+003	-2.71146297E+001	1.94328697E-003	-2.71146297E+001	-2.78896236E+001	-3.49812279E+001	2.99918423E+001	
1.52504614E+003	-2.72235718E+001	1.89514575E-003	-2.72235718E+001	-2.80310287E+001	-3.49277039E+001	2.99878178E+001	
1.52505115E+003	-2.72922344E+001	1.86541933E-003	-2.72922344E+001	-2.81154289E+001	-3.49201508E+001	2.99893970E+001	
