Acquired on 7/10/2022 at 19:09:26
Calibrated on 7/10/2022 at 10:40:43
Device Descriptor:  [none]
Scan Range (nm):  1525.002  --  1610.564
Measurement Type:  Reflection
Group Index:  1.454
Gain:  0 dB
Domain:  Frequency
Resolution Bandwidth (GHz):  1.030924
Frequency domain window was not applied to measurement data.
Number of Data Points (in this file):  16384
NOTE: Data stored in this file is not decimated.

Wavelength (nm)	Return Loss (dB)	Linear Amplitude (1/mm)	Return Loss	Polarization S	Polarization P	Group Delay (ns)	
1.52500159E+003	-3.41232796E+001	3.86965345E-004	-3.41232796E+001	-3.50934181E+001	-4.11088333E+001	3.02047234E+001	
1.52500659E+003	-2.69452686E+001	2.02056649E-003	-2.69452686E+001	-2.75860748E+001	-3.55723228E+001	3.02047234E+001	
1.52501160E+003	-2.60871696E+001	2.46197148E-003	-2.60871696E+001	-2.68269711E+001	-3.41385155E+001	2.99974937E+001	
1.52501648E+003	-2.73765850E+001	1.82953849E-003	-2.73765850E+001	-2.78895798E+001	-3.69072685E+001	2.99642792E+001	
1.52502136E+003	-2.70643654E+001	1.96590880E-003	-2.70643654E+001	-2.76630878E+001	-3.59658852E+001	3.00000648E+001	
1.52502637E+003	-2.66571655E+001	2.15915288E-003	-2.66571655E+001	-2.73398876E+001	-3.50294609E+001	3.00010738E+001	
1.52503137E+003	-2.69137764E+001	2.03527138E-003	-2.69137764E+001	-2.74991074E+001	-3.59069748E+001	2.99728012E+001	
1.52503625E+003	-2.69344025E+001	2.02562846E-003	-2.69344025E+001	-2.75282707E+001	-3.58688927E+001	2.99901810E+001	
1.52504114E+003	-2.68518639E+001	2.06449442E-003	-2.68518639E+001	-2.75047989E+001	-3.54033737E+001	3.00023174E+001	
1.52504614E+003	-2.68197784E+001	2.07980350E-003	-2.68197784E+001	-2.74280968E+001	-3.56568985E+001	2.99812717E+001	
1.52505115E+003	-2.68014030E+001	2.08862149E-003	-2.68014030E+001	-2.73953209E+001	-3.57355614E+001	2.99874363E+001	
1.52505603E+003	-2.69253635E+001	2.02984829E-003	-2.69253635E+001	-2.75506744E+001	-3.56511612E+001	3.00016441E+001	
1.52506104E+003	-2.68602543E+001	2.06050905E-003	-2.68602543E+001	-2.74777451E+001	-3.56368790E+001	2.99880829E+001	
1.52506592E+003	-2.67155304E+001	2.13032984E-003	-2.67155304E+001	-2.73243675E+001	-3.55492325E+001	2.99853745E+001	
1.52507080E+003	-2.68956013E+001	2.04380648E-003	-2.68956013E+001	-2.75093307E+001	-3.56969223E+001	2.99957695E+001	
1.52507581E+003	-2.69247627E+001	2.03012908E-003	-2.69247627E+001	-2.75407448E+001	-3.57112732E+001	2.99910946E+001	
1.52508081E+003	-2.67125893E+001	2.13177409E-003	-2.67125893E+001	-2.73365307E+001	-3.54472160E+001	2.99878521E+001	
1.52508582E+003	-2.68352623E+001	2.07240041E-003	-2.68352623E+001	-2.74491100E+001	-3.56358185E+001	2.99928246E+001	
1.52509058E+003	-2.69490509E+001	2.01880746E-003	-2.69490509E+001	-2.75514393E+001	-3.58258400E+001	2.99909306E+001	
1.52509558E+003	-2.67469940E+001	2.11495277E-003	-2.67469940E+001	-2.73688526E+001	-3.54951401E+001	2.99885139E+001	
1.52510059E+003	-2.67844620E+001	2.09678360E-003	-2.67844658E+001	-2.74046898E+001	-3.55432396E+001	2.99887486E+001	
1.52510547E+003	-2.69388657E+001	2.02354789E-003	-2.69388657E+001	-2.75400772E+001	-3.58235588E+001	2.99879932E+001	
1.52511047E+003	-2.68042526E+001	2.08725221E-003	-2.68042526E+001	-2.74257584E+001	-3.55546722E+001	2.99906750E+001	
1.52511536E+003	-2.67659206E+001	2.10575503E-003	-2.67659206E+001	-2.73932304E+001	-3.54788170E+001	2.99895134E+001	
1.52512036E+003	-2.68851833E+001	2.04871548E-003	-2.68851833E+001	-2.74862213E+001	-3.57710609E+001	2.99854088E+001	
1.52512524E+003	-2.68317986E+001	2.07405421E-003	-2.68317986E+001	-2.74437714E+001	-3.56447220E+001	2.99897919E+001	
1.52513025E+003	-2.67845650E+001	2.09673401E-003	-2.67845650E+001	-2.74117546E+001	-3.54982567E+001	2.99908714E+001	
1.52513513E+003	-2.68429165E+001	2.06875149E-003	-2.68429184E+001	-2.74514732E+001	-3.56784935E+001	2.99856396E+001	
1.52514014E+003	-2.68353004E+001	2.07238272E-003	-2.68353004E+001	-2.74487343E+001	-3.56385689E+001	2.99903870E+001	
1.52514502E+003	-2.68204021E+001	2.07950454E-003	-2.68204021E+001	-2.74497013E+001	-3.55205307E+001	2.99942055E+001	
1.52515002E+003	-2.68222790E+001	2.07860605E-003	-2.68222790E+001	-2.74342842E+001	-3.56349792E+001	2.99878197E+001	
1.52515503E+003	-2.68109169E+001	2.08405033E-003	-2.68109169E+001	-2.74160347E+001	-3.56694260E+001	2.99891701E+001	
1.52515979E+003	-2.68514996E+001	2.06466787E-003	-2.68514996E+001	-2.74709244E+001	-3.56154747E+001	2.99938660E+001	
1.52516479E+003	-2.68386612E+001	2.07077991E-003	-2.68386612E+001	-2.74566479E+001	-3.56120377E+001	2.99884186E+001	
1.52516980E+003	-2.67790833E+001	2.09938269E-003	-2.67790833E+001	-2.73931885E+001	-3.55779419E+001	2.99869442E+001	
1.52517480E+003	-2.68405533E+001	2.06987746E-003	-2.68405533E+001	-2.74614716E+001	-3.55948181E+001	2.99922867E+001	
1.52517969E+003	-2.68620396E+001	2.05966271E-003	-2.68620396E+001	-2.74875164E+001	-3.55867424E+001	2.99910622E+001	
1.52518457E+003	-2.67853565E+001	2.09635263E-003	-2.67853565E+001	-2.74108047E+001	-3.55102577E+001	2.99878311E+001	
1.52518958E+003	-2.68378410E+001	2.07117107E-003	-2.68378410E+001	-2.74584618E+001	-3.55940285E+001	2.99882259E+001	
1.52519446E+003	-2.68806114E+001	2.05087266E-003	-2.68806114E+001	-2.74986649E+001	-3.56535721E+001	2.99873829E+001	
1.52519946E+003	-2.67787666E+001	2.09953566E-003	-2.67787666E+001	-2.74042244E+001	-3.55036011E+001	2.99862041E+001	
1.52520447E+003	-2.67932320E+001	2.09255423E-003	-2.67932320E+001	-2.74152679E+001	-3.55402298E+001	2.99854488E+001	
1.52520935E+003	-2.68772583E+001	2.05245800E-003	-2.68772583E+001	-2.74901123E+001	-3.56843491E+001	2.99855423E+001	
1.52521423E+003	-2.68242855E+001	2.07764492E-003	-2.68242855E+001	-2.74463387E+001	-3.55711746E+001	2.99881401E+001	
1.52521924E+003	-2.67973595E+001	2.09056749E-003	-2.67973557E+001	-2.74221210E+001	-3.55266800E+001	2.99873199E+001	
1.52522424E+003	-2.68437786E+001	2.06834101E-003	-2.68437786E+001	-2.74574451E+001	-3.56455269E+001	2.99850807E+001	
1.52522925E+003	-2.68242531E+001	2.07766145E-003	-2.68242531E+001	-2.74444485E+001	-3.55832138E+001	2.99887619E+001	
1.52523401E+003	-2.67961216E+001	2.09116261E-003	-2.67961216E+001	-2.74238377E+001	-3.55064201E+001	2.99899883E+001	
1.52523901E+003	-2.68003368E+001	2.08913418E-003	-2.68003368E+001	-2.74169559E+001	-3.55826721E+001	2.99866066E+001	
1.52524402E+003	-2.68019772E+001	2.08834512E-003	-2.68019772E+001	-2.74173927E+001	-3.55922165E+001	2.99889431E+001	
1.52524890E+003	-2.68185024E+001	2.08041444E-003	-2.68185024E+001	-2.74427795E+001	-3.55509605E+001	2.99908848E+001	
1.52525391E+003	-2.68066216E+001	2.08611344E-003	-2.68066216E+001	-2.74269829E+001	-3.55645065E+001	2.99866505E+001	
1.52525879E+003	-2.67898941E+001	2.09416333E-003	-2.67898941E+001	-2.74044628E+001	-3.55856972E+001	2.99868774E+001	
