Acquired on 7/10/2022 at 20:10:17
Calibrated on 7/10/2022 at 10:40:43
Device Descriptor:  [none]
Scan Range (nm):  1525.002  --  1610.564
Measurement Type:  Reflection
Group Index:  1.454
Gain:  0 dB
Domain:  Frequency
Resolution Bandwidth (GHz):  1.030924
Frequency domain window was not applied to measurement data.
Number of Data Points (in this file):  16384
NOTE: Data stored in this file is not decimated.

Wavelength (nm)	Return Loss (dB)	Linear Amplitude (1/mm)	Return Loss	Polarization S	Polarization P	Group Delay (ns)	
1.52500159E+003	-3.28598900E+001	5.17619774E-004	-3.28598900E+001	-3.35984726E+001	-4.09178238E+001	3.02060814E+001	
1.52500659E+003	-2.67307281E+001	2.12288904E-003	-2.67307281E+001	-2.73963814E+001	-3.52046661E+001	3.02060814E+001	
1.52501160E+003	-2.59419918E+001	2.54566269E-003	-2.59419918E+001	-2.67502575E+001	-3.36421623E+001	2.99958515E+001	
1.52501648E+003	-2.71073227E+001	1.94655941E-003	-2.71073227E+001	-2.76697083E+001	-3.62629852E+001	2.99580250E+001	
1.52502136E+003	-2.68180809E+001	2.08061677E-003	-2.68180809E+001	-2.74595642E+001	-3.54408569E+001	2.99986591E+001	
1.52502637E+003	-2.64769592E+001	2.25062994E-003	-2.64769592E+001	-2.72066593E+001	-3.45830917E+001	2.99994946E+001	
1.52503137E+003	-2.66716919E+001	2.15194328E-003	-2.66716919E+001	-2.73019905E+001	-3.53654022E+001	2.99688778E+001	
1.52503625E+003	-2.66917114E+001	2.14204611E-003	-2.66917114E+001	-2.73245239E+001	-3.53693733E+001	2.99881687E+001	
1.52504114E+003	-2.66768303E+001	2.14939774E-003	-2.66768303E+001	-2.73676872E+001	-3.50016594E+001	3.00017300E+001	
1.52504614E+003	-2.66094952E+001	2.18298356E-003	-2.66094952E+001	-2.72680244E+001	-3.51266937E+001	2.99793854E+001	
1.52505115E+003	-2.65596275E+001	2.20819400E-003	-2.65596275E+001	-2.72035694E+001	-3.51669960E+001	2.99835968E+001	
1.52505603E+003	-2.67309399E+001	2.12278473E-003	-2.67309399E+001	-2.73926926E+001	-3.52285118E+001	2.99974003E+001	
1.52506104E+003	-2.66595688E+001	2.15795846E-003	-2.66595688E+001	-2.73226585E+001	-3.51490135E+001	2.99865055E+001	
1.52506592E+003	-2.64770851E+001	2.25056452E-003	-2.64770851E+001	-2.71396160E+001	-3.49699249E+001	2.99847393E+001	
1.52507080E+003	-2.66593399E+001	2.15807231E-003	-2.66593399E+001	-2.73081875E+001	-3.52361374E+001	2.99932709E+001	
1.52507581E+003	-2.66997890E+001	2.13806587E-003	-2.66997890E+001	-2.73487492E+001	-3.52758942E+001	2.99889984E+001	
1.52508081E+003	-2.65041161E+001	2.23660050E-003	-2.65041161E+001	-2.71801224E+001	-3.49160690E+001	2.99859314E+001	
1.52508582E+003	-2.66384697E+001	2.16846820E-003	-2.66384697E+001	-2.73025360E+001	-3.51219978E+001	2.99889488E+001	
1.52509058E+003	-2.67449799E+001	2.11593276E-003	-2.67449799E+001	-2.73881054E+001	-3.53574753E+001	2.99887810E+001	
1.52509558E+003	-2.65492325E+001	2.21348670E-003	-2.65492287E+001	-2.72182617E+001	-3.50028381E+001	2.99890957E+001	
1.52510059E+003	-2.65812645E+001	2.19721999E-003	-2.65812664E+001	-2.72490425E+001	-3.50424042E+001	2.99875660E+001	
1.52510547E+003	-2.67120056E+001	2.13206001E-003	-2.67120056E+001	-2.73539371E+001	-3.53319778E+001	2.99861927E+001	
1.52511047E+003	-2.65919094E+001	2.19184090E-003	-2.65919094E+001	-2.72546940E+001	-3.50832138E+001	2.99901638E+001	
1.52511536E+003	-2.65527325E+001	2.21170345E-003	-2.65527325E+001	-2.72232800E+001	-3.49972267E+001	2.99876080E+001	
1.52512036E+003	-2.66425247E+001	2.16644444E-003	-2.66425247E+001	-2.72850914E+001	-3.52584991E+001	2.99829311E+001	
1.52512524E+003	-2.66201019E+001	2.17765919E-003	-2.66201019E+001	-2.72710590E+001	-3.51838264E+001	2.99893646E+001	
1.52513025E+003	-2.65939941E+001	2.19078897E-003	-2.65939941E+001	-2.72625885E+001	-3.50502243E+001	2.99912434E+001	
1.52513513E+003	-2.66188812E+001	2.17827130E-003	-2.66188812E+001	-2.72741146E+001	-3.51562576E+001	2.99851723E+001	
1.52514014E+003	-2.66286888E+001	2.17335694E-003	-2.66286888E+001	-2.72824631E+001	-3.51750450E+001	2.99881134E+001	
1.52514502E+003	-2.66307755E+001	2.17231247E-003	-2.66307755E+001	-2.72930527E+001	-3.51251678E+001	2.99909267E+001	
1.52515002E+003	-2.65807152E+001	2.19749799E-003	-2.65807152E+001	-2.72397842E+001	-3.50946083E+001	2.99864101E+001	
1.52515503E+003	-2.65792160E+001	2.19825655E-003	-2.65792160E+001	-2.72402763E+001	-3.50809937E+001	2.99883366E+001	
1.52515979E+003	-2.66661987E+001	2.15466740E-003	-2.66661987E+001	-2.73271675E+001	-3.51685104E+001	2.99915314E+001	
1.52516479E+003	-2.66135826E+001	2.18092930E-003	-2.66135826E+001	-2.72702751E+001	-3.51420288E+001	2.99877472E+001	
1.52516980E+003	-2.65388680E+001	2.21877452E-003	-2.65388680E+001	-2.72001495E+001	-3.50392914E+001	2.99871693E+001	
1.52517480E+003	-2.66505356E+001	2.16245186E-003	-2.66505356E+001	-2.73099442E+001	-3.51623650E+001	2.99889927E+001	
1.52517969E+003	-2.66585045E+001	2.15848745E-003	-2.66585045E+001	-2.73160896E+001	-3.51814728E+001	2.99874077E+001	
1.52518457E+003	-2.65342541E+001	2.22113333E-003	-2.65342541E+001	-2.72016678E+001	-3.49975777E+001	2.99872665E+001	
1.52518958E+003	-2.65955544E+001	2.19000224E-003	-2.65955544E+001	-2.72587872E+001	-3.50841370E+001	2.99879093E+001	
1.52519446E+003	-2.66671715E+001	2.15418451E-003	-2.66671715E+001	-2.73241005E+001	-3.51941605E+001	2.99881001E+001	
1.52519946E+003	-2.65748062E+001	2.20048963E-003	-2.65748062E+001	-2.72434807E+001	-3.50305595E+001	2.99896584E+001	
