Acquired on 12/7/2021 at 15:36:49
Calibrated on 12/6/2021 at 10:52:20
Device Descriptor:  [none]
Scan Range (nm):  1545.529  --  1588.289
Measurement Type:  Reflection
Group Index:  1.454
Gain:  0 dB
Domain:  Frequency
Resolution Bandwidth (GHz):  1.030926
Frequency domain window was not applied to measurement data.
Number of Data Points (in this file):  8192
NOTE: Data stored in this file is not decimated.

Wavelength (nm)	Return Loss (dB)	Linear Amplitude (1/mm)	Return Loss	Polarization S	Polarization P	Group Delay (ns)	
1.54552905E+003	-3.81873589E+001	1.51797314E-004	-3.81873589E+001	-4.66828003E+001	-3.88494606E+001	3.72281075E+001	
1.54553418E+003	-3.80167198E+001	1.57880320E-004	-3.80167198E+001	-5.25319481E+001	-3.81730537E+001	3.72281075E+001	
1.54553918E+003	-3.80438843E+001	1.56895883E-004	-3.80438843E+001	-5.29235497E+001	-3.81874237E+001	3.71903992E+001	
1.54554419E+003	-3.77143974E+001	1.69262275E-004	-3.77143974E+001	-5.50936737E+001	-3.77945404E+001	3.71802597E+001	
1.54554932E+003	-3.77952118E+001	1.66141719E-004	-3.77952118E+001	-5.41968613E+001	-3.78958206E+001	3.71834641E+001	
1.54555444E+003	-3.78192673E+001	1.65224032E-004	-3.78192673E+001	-5.33258247E+001	-3.79432373E+001	3.71811218E+001	
1.54555957E+003	-3.78287811E+001	1.64862518E-004	-3.78287811E+001	-5.32411919E+001	-3.79555054E+001	3.71887627E+001	
1.54556458E+003	-3.78215294E+001	1.65138030E-004	-3.78215294E+001	-5.33848915E+001	-3.79438629E+001	3.71849785E+001	
1.54556958E+003	-3.77394142E+001	1.68290062E-004	-3.77394142E+001	-5.41703720E+001	-3.78393402E+001	3.71856270E+001	
1.54557471E+003	-3.77985039E+001	1.66015801E-004	-3.77985039E+001	-5.39667091E+001	-3.79047394E+001	3.71831779E+001	
1.54557983E+003	-3.77750626E+001	1.66914368E-004	-3.77750626E+001	-5.38055382E+001	-3.78847656E+001	3.71845551E+001	
1.54558496E+003	-3.78433189E+001	1.64311597E-004	-3.78433189E+001	-5.33603859E+001	-3.79669838E+001	3.71881065E+001	
1.54559009E+003	-3.78484764E+001	1.64116485E-004	-3.78484764E+001	-5.36183853E+001	-3.79650536E+001	3.71850357E+001	
1.54559497E+003	-3.78020668E+001	1.65879756E-004	-3.78020668E+001	-5.39395370E+001	-3.79090652E+001	3.71853638E+001	
1.54560010E+003	-3.78089981E+001	1.65615260E-004	-3.78089981E+001	-5.38270035E+001	-3.79190140E+001	3.71832199E+001	
1.54560522E+003	-3.78140755E+001	1.65421647E-004	-3.78140755E+001	-5.37682762E+001	-3.79257469E+001	3.71846962E+001	
1.54561035E+003	-3.78755531E+001	1.63096556E-004	-3.78755531E+001	-5.33718948E+001	-3.79998169E+001	3.71862030E+001	
1.54561548E+003	-3.78736649E+001	1.63167424E-004	-3.78736649E+001	-5.35214653E+001	-3.79936142E+001	3.71865311E+001	
