Acquired on 7/10/2022 at 21:14:19
Calibrated on 7/10/2022 at 10:40:43
Device Descriptor:  [none]
Scan Range (nm):  1525.002  --  1610.564
Measurement Type:  Reflection
Group Index:  1.454
Gain:  0 dB
Domain:  Frequency
Resolution Bandwidth (GHz):  1.030924
Frequency domain window was not applied to measurement data.
Number of Data Points (in this file):  16384
NOTE: Data stored in this file is not decimated.

Wavelength (nm)	Return Loss (dB)	Linear Amplitude (1/mm)	Return Loss	Polarization S	Polarization P	Group Delay (ns)	
1.52500159E+003	-3.16203766E+001	6.88592670E-004	-3.16203766E+001	-3.35572357E+001	-3.60597343E+001	3.01620026E+001	
1.52500659E+003	-3.49411354E+001	3.20543273E-004	-3.49411354E+001	-3.56993484E+001	-4.28946495E+001	3.01620026E+001	
1.52501160E+003	-3.47301979E+001	3.36496276E-004	-3.47301979E+001	-3.58403168E+001	-4.11975861E+001	3.00125847E+001	
1.52501648E+003	-3.54218597E+001	2.86955299E-004	-3.54218597E+001	-3.58752823E+001	-4.54593849E+001	2.99538574E+001	
1.52502136E+003	-3.51479645E+001	3.05635214E-004	-3.51479645E+001	-3.57967644E+001	-4.37250710E+001	3.00028706E+001	
1.52502637E+003	-3.47270203E+001	3.36742494E-004	-3.47270203E+001	-3.56358528E+001	-4.19665184E+001	3.00008163E+001	
1.52503137E+003	-3.52114906E+001	3.01197142E-004	-3.52114906E+001	-3.58297386E+001	-4.39831772E+001	2.99799500E+001	
1.52503625E+003	-3.51739655E+001	3.03810986E-004	-3.51739655E+001	-3.57915649E+001	-4.39498672E+001	2.99901714E+001	
1.52504114E+003	-3.47580452E+001	3.34345445E-004	-3.47580452E+001	-3.55609093E+001	-4.24847221E+001	2.99943314E+001	
1.52504614E+003	-3.50631943E+001	3.11659533E-004	-3.50631943E+001	-3.57628174E+001	-4.33375359E+001	2.99904766E+001	
1.52505115E+003	-3.52313118E+001	2.99825711E-004	-3.52313118E+001	-3.58774948E+001	-4.38246841E+001	2.99899273E+001	
1.52505603E+003	-3.49251518E+001	3.21724830E-004	-3.49251518E+001	-3.56507874E+001	-4.30535927E+001	2.99872723E+001	
1.52506104E+003	-3.49943199E+001	3.16641759E-004	-3.49943199E+001	-3.57035408E+001	-4.32141190E+001	2.99923916E+001	
1.52506592E+003	-3.51288834E+001	3.06981092E-004	-3.51288834E+001	-3.58107300E+001	-4.35063171E+001	2.99936123E+001	
1.52507080E+003	-3.49547234E+001	3.19541898E-004	-3.49547234E+001	-3.56349411E+001	-4.33417511E+001	2.99839649E+001	
1.52507581E+003	-3.49262238E+001	3.21645581E-004	-3.49262238E+001	-3.56199722E+001	-4.32342911E+001	2.99889679E+001	
1.52508081E+003	-3.50238533E+001	3.14495701E-004	-3.50238533E+001	-3.57589378E+001	-4.31006851E+001	2.99961376E+001	
1.52508582E+003	-3.50277061E+001	3.14216828E-004	-3.50277061E+001	-3.57221680E+001	-4.33316574E+001	2.99862766E+001	
1.52509058E+003	-3.49983902E+001	3.16345075E-004	-3.49983902E+001	-3.56616821E+001	-4.34866142E+001	2.99850407E+001	
1.52509558E+003	-3.49436073E+001	3.20360763E-004	-3.49436073E+001	-3.56795273E+001	-4.30158997E+001	2.99926720E+001	
1.52510059E+003	-3.49626122E+001	3.18962033E-004	-3.49626122E+001	-3.56838570E+001	-4.31152496E+001	2.99879837E+001	
1.52510547E+003	-3.50229912E+001	3.14558216E-004	-3.50229912E+001	-3.56720123E+001	-4.35986900E+001	2.99853630E+001	
1.52511047E+003	-3.49316750E+001	3.21242202E-004	-3.49316750E+001	-3.56392517E+001	-4.31607628E+001	2.99904327E+001	
1.52511536E+003	-3.49241180E+001	3.21801694E-004	-3.49241180E+001	-3.56603737E+001	-4.29945984E+001	2.99893703E+001	
1.52512036E+003	-3.50596542E+001	3.11913842E-004	-3.50596542E+001	-3.57286377E+001	-4.35135269E+001	2.99881992E+001	
1.52512524E+003	-3.49821434E+001	3.17530619E-004	-3.49821434E+001	-3.56699944E+001	-4.33244324E+001	2.99894276E+001	
1.52513025E+003	-3.48937607E+001	3.24058841E-004	-3.48937607E+001	-3.56150208E+001	-4.30463257E+001	2.99868679E+001	
1.52513513E+003	-3.50181541E+001	3.14908568E-004	-3.50181541E+001	-3.57020645E+001	-4.33834839E+001	2.99860592E+001	
1.52514014E+003	-3.50107231E+001	3.15448007E-004	-3.50107231E+001	-3.56992531E+001	-4.33490562E+001	2.99869518E+001	
1.52514502E+003	-3.49113312E+001	3.22750537E-004	-3.49113312E+001	-3.56223679E+001	-4.31209145E+001	2.99868546E+001	
1.52515002E+003	-3.49845238E+001	3.17356607E-004	-3.49845238E+001	-3.56777267E+001	-4.32957611E+001	2.99887486E+001	
1.52515503E+003	-3.50214691E+001	3.14668519E-004	-3.50214691E+001	-3.57146454E+001	-4.33328323E+001	2.99873314E+001	
1.52515979E+003	-3.49641037E+001	3.18852282E-004	-3.49641037E+001	-3.56636314E+001	-4.32389832E+001	2.99846134E+001	
1.52516479E+003	-3.49850311E+001	3.17319616E-004	-3.49850311E+001	-3.56874771E+001	-4.32432480E+001	2.99892006E+001	
1.52516980E+003	-3.50003357E+001	3.16203339E-004	-3.50003357E+001	-3.57183609E+001	-4.31708374E+001	2.99906597E+001	
1.52517480E+003	-3.49763260E+001	3.17956321E-004	-3.49763260E+001	-3.56739464E+001	-4.32621040E+001	2.99859943E+001	
1.52517969E+003	-3.49636307E+001	3.18887178E-004	-3.49636307E+001	-3.56499176E+001	-4.33150406E+001	2.99878998E+001	
1.52518457E+003	-3.49497108E+001	3.19910847E-004	-3.49497108E+001	-3.56706467E+001	-4.31040573E+001	2.99896622E+001	
1.52518958E+003	-3.49935455E+001	3.16698191E-004	-3.49935455E+001	-3.57004547E+001	-4.32264023E+001	2.99860592E+001	
1.52519446E+003	-3.50062027E+001	3.15776299E-004	-3.50062027E+001	-3.56850471E+001	-4.34013443E+001	2.99882469E+001	
1.52519946E+003	-3.49124603E+001	3.22666456E-004	-3.49124603E+001	-3.56293259E+001	-4.30894394E+001	2.99909458E+001	
1.52520447E+003	-3.49349174E+001	3.21002415E-004	-3.49349174E+001	-3.56583557E+001	-4.30754318E+001	2.99876099E+001	
1.52520935E+003	-3.50098038E+001	3.15514684E-004	-3.50098038E+001	-3.56971016E+001	-4.33553238E+001	2.99878426E+001	
