Acquired on 7/10/2022 at 18:22:22
Calibrated on 7/10/2022 at 10:40:43
Device Descriptor:  [none]
Scan Range (nm):  1525.002  --  1610.564
Measurement Type:  Reflection
Group Index:  1.454
Gain:  0 dB
Domain:  Frequency
Resolution Bandwidth (GHz):  1.030924
Frequency domain window was not applied to measurement data.
Number of Data Points (in this file):  16384
NOTE: Data stored in this file is not decimated.

Wavelength (nm)	Return Loss (dB)	Linear Amplitude (1/mm)	Return Loss	Polarization S	Polarization P	Group Delay (ns)	
1.52500159E+003	-2.83199501E+001	1.47232937E-003	-2.83199501E+001	-2.92550068E+001	-3.54485626E+001	3.00650120E+001	
1.52500659E+003	-2.71815395E+001	1.91357732E-003	-2.71815395E+001	-2.79741631E+001	-3.49590111E+001	3.00650120E+001	
1.52501160E+003	-2.69372845E+001	2.02428503E-003	-2.69372826E+001	-2.77992172E+001	-3.43842239E+001	2.99966888E+001	
1.52501648E+003	-2.72094116E+001	1.90133578E-003	-2.72094116E+001	-2.80022697E+001	-3.49857063E+001	2.99750538E+001	
1.52502136E+003	-2.71896820E+001	1.90999301E-003	-2.71896820E+001	-2.79870872E+001	-3.49433479E+001	2.99975014E+001	
1.52502637E+003	-2.71084995E+001	1.94603263E-003	-2.71084995E+001	-2.78985786E+001	-3.48986855E+001	2.99958248E+001	
1.52503137E+003	-2.70519676E+001	1.97152840E-003	-2.70519714E+001	-2.78623295E+001	-3.47419128E+001	2.99815311E+001	
1.52503625E+003	-2.70702572E+001	1.96324382E-003	-2.70702572E+001	-2.78834991E+001	-3.47461815E+001	2.99907341E+001	
1.52504114E+003	-2.71376991E+001	1.93299178E-003	-2.71376991E+001	-2.79136887E+001	-3.49992065E+001	2.99965553E+001	
1.52504614E+003	-2.70603409E+001	1.96773140E-003	-2.70603409E+001	-2.78701115E+001	-3.47531700E+001	2.99889774E+001	
1.52505115E+003	-2.70309753E+001	1.98108144E-003	-2.70309753E+001	-2.78582363E+001	-3.46394653E+001	2.99910336E+001	
1.52505603E+003	-2.71442184E+001	1.93009281E-003	-2.71442184E+001	-2.79176407E+001	-3.50188751E+001	2.99955063E+001	
1.52506104E+003	-2.70997906E+001	1.94993836E-003	-2.70997906E+001	-2.78928833E+001	-3.48749161E+001	2.99914932E+001	
1.52506592E+003	-2.69994850E+001	1.99549855E-003	-2.69994850E+001	-2.78286839E+001	-3.45987549E+001	2.99901962E+001	
1.52507080E+003	-2.70707417E+001	1.96302496E-003	-2.70707417E+001	-2.78525372E+001	-3.49026794E+001	2.99927311E+001	
1.52507581E+003	-2.70866432E+001	1.95585028E-003	-2.70866432E+001	-2.78689919E+001	-3.49157982E+001	2.99930820E+001	
1.52508081E+003	-2.70099487E+001	1.99069642E-003	-2.70099487E+001	-2.78401222E+001	-3.46045761E+001	2.99932384E+001	
1.52508582E+003	-2.70520096E+001	1.97151070E-003	-2.70520096E+001	-2.78571129E+001	-3.47676620E+001	2.99934235E+001	
1.52509058E+003	-2.70939865E+001	1.95254560E-003	-2.70939865E+001	-2.78804970E+001	-3.49021187E+001	2.99927235E+001	
1.52509558E+003	-2.70458603E+001	1.97430328E-003	-2.70458603E+001	-2.78657722E+001	-3.46895485E+001	2.99919090E+001	
1.52510059E+003	-2.70538902E+001	1.97065668E-003	-2.70538902E+001	-2.78680897E+001	-3.47251663E+001	2.99909687E+001	
1.52510547E+003	-2.70755806E+001	1.96083821E-003	-2.70755806E+001	-2.78692150E+001	-3.48480110E+001	2.99923820E+001	
1.52511047E+003	-2.70300674E+001	1.98149658E-003	-2.70300674E+001	-2.78336620E+001	-3.47531395E+001	2.99948616E+001	
1.52511536E+003	-2.70178070E+001	1.98709778E-003	-2.70178070E+001	-2.78206253E+001	-3.47447090E+001	2.99934139E+001	
1.52512036E+003	-2.70529251E+001	1.97109487E-003	-2.70529251E+001	-2.78502998E+001	-3.48067398E+001	2.99920197E+001	
1.52512524E+003	-2.70599060E+001	1.96792930E-003	-2.70599060E+001	-2.78645611E+001	-3.47777596E+001	2.99933739E+001	
1.52513025E+003	-2.70447922E+001	1.97478896E-003	-2.70447922E+001	-2.78500252E+001	-3.47598228E+001	2.99919128E+001	
1.52513513E+003	-2.70410690E+001	1.97648327E-003	-2.70410690E+001	-2.78505325E+001	-3.47353859E+001	2.99905071E+001	
1.52514014E+003	-2.70603256E+001	1.96773885E-003	-2.70603256E+001	-2.78705502E+001	-3.47509232E+001	2.99937096E+001	
1.52514502E+003	-2.70658226E+001	1.96524942E-003	-2.70658226E+001	-2.78621483E+001	-3.48248444E+001	2.99943314E+001	
1.52515002E+003	-2.70369682E+001	1.97835104E-003	-2.70369682E+001	-2.78395500E+001	-3.47650185E+001	2.99908485E+001	
1.52515503E+003	-2.70449181E+001	1.97473168E-003	-2.70449181E+001	-2.78592224E+001	-3.47156868E+001	2.99901657E+001	
1.52515979E+003	-2.70759697E+001	1.96066289E-003	-2.70759697E+001	-2.78786469E+001	-3.48035698E+001	2.99905968E+001	
1.52516479E+003	-2.70406742E+001	1.97666232E-003	-2.70406742E+001	-2.78498993E+001	-3.47361717E+001	2.99893608E+001	
1.52516980E+003	-2.70218582E+001	1.98524515E-003	-2.70218582E+001	-2.78444405E+001	-3.46527061E+001	2.99898338E+001	
1.52517480E+003	-2.70683823E+001	1.96409249E-003	-2.70683823E+001	-2.78716583E+001	-3.47930107E+001	2.99915695E+001	
1.52517969E+003	-2.70513306E+001	1.97181921E-003	-2.70513306E+001	-2.78524017E+001	-3.47868309E+001	2.99916573E+001	
1.52518457E+003	-2.70106411E+001	1.99037930E-003	-2.70106411E+001	-2.78324966E+001	-3.46449814E+001	2.99897671E+001	
1.52518958E+003	-2.70562954E+001	1.96956564E-003	-2.70562954E+001	-2.78678360E+001	-3.47404900E+001	2.99870377E+001	
1.52519446E+003	-2.70707779E+001	1.96300889E-003	-2.70707779E+001	-2.78726559E+001	-3.48023148E+001	2.99866447E+001	
1.52519946E+003	-2.70126534E+001	1.98945799E-003	-2.70126534E+001	-2.78311157E+001	-3.46633072E+001	2.99885292E+001	
1.52520447E+003	-2.70114899E+001	1.98999001E-003	-2.70114899E+001	-2.78305206E+001	-3.46594200E+001	2.99880390E+001	
1.52520935E+003	-2.70468407E+001	1.97385857E-003	-2.70468407E+001	-2.78587055E+001	-3.47294502E+001	2.99868031E+001	
1.52521423E+003	-2.70456429E+001	1.97440246E-003	-2.70456429E+001	-2.78650837E+001	-3.46915855E+001	2.99877663E+001	
1.52521924E+003	-2.70473843E+001	1.97361084E-003	-2.70473843E+001	-2.78682175E+001	-3.46866302E+001	2.99869137E+001	
