Acquired on 7/10/2022 at 19:33:05
Calibrated on 7/10/2022 at 10:40:43
Device Descriptor:  [none]
Scan Range (nm):  1525.002  --  1610.564
Measurement Type:  Reflection
Group Index:  1.454
Gain:  0 dB
Domain:  Frequency
Resolution Bandwidth (GHz):  1.030924
Frequency domain window was not applied to measurement data.
Number of Data Points (in this file):  16384
NOTE: Data stored in this file is not decimated.

Wavelength (nm)	Return Loss (dB)	Linear Amplitude (1/mm)	Return Loss	Polarization S	Polarization P	Group Delay (ns)	
1.52500159E+003	-3.56788979E+001	2.70464312E-004	-3.56789017E+001	-3.85853767E+001	-3.87955704E+001	3.01233788E+001	
1.52500659E+003	-2.68540840E+001	2.06343923E-003	-2.68540840E+001	-2.74908028E+001	-3.55069199E+001	3.01233788E+001	
1.52501160E+003	-2.59439354E+001	2.54452322E-003	-2.59439354E+001	-2.66689281E+001	-3.40758972E+001	2.99930229E+001	
1.52501648E+003	-2.74347324E+001	1.80520618E-003	-2.74347324E+001	-2.79671555E+001	-3.68134918E+001	2.99690132E+001	
1.52502136E+003	-2.70074482E+001	1.99184287E-003	-2.70074482E+001	-2.76098843E+001	-3.58839340E+001	2.99983044E+001	
1.52502637E+003	-2.65006428E+001	2.23839004E-003	-2.65006428E+001	-2.71850243E+001	-3.48631973E+001	2.99997730E+001	
1.52503137E+003	-2.68706512E+001	2.05558189E-003	-2.68706512E+001	-2.74556465E+001	-3.58661919E+001	2.99735413E+001	
1.52503625E+003	-2.68791466E+001	2.05156556E-003	-2.68791466E+001	-2.74680347E+001	-3.58477631E+001	2.99904213E+001	
1.52504114E+003	-2.67306728E+001	2.12291582E-003	-2.67306709E+001	-2.73949661E+001	-3.52128181E+001	3.00032425E+001	
1.52504614E+003	-2.67964191E+001	2.09101965E-003	-2.67964191E+001	-2.74122467E+001	-3.55839462E+001	2.99797287E+001	
1.52505115E+003	-2.67869587E+001	2.09557940E-003	-2.67869587E+001	-2.73787670E+001	-3.57355461E+001	2.99831562E+001	
1.52505603E+003	-2.68249626E+001	2.07732082E-003	-2.68249626E+001	-2.74635773E+001	-3.54658318E+001	2.99989471E+001	
1.52506104E+003	-2.67901230E+001	2.09405296E-003	-2.67901230E+001	-2.74175243E+001	-3.55024452E+001	2.99855118E+001	
1.52506592E+003	-2.66855831E+001	2.14507035E-003	-2.66855831E+001	-2.72921772E+001	-3.55342178E+001	2.99823189E+001	
1.52507080E+003	-2.68314915E+001	2.07420159E-003	-2.68314915E+001	-2.74574890E+001	-3.55528336E+001	2.99941502E+001	
1.52507581E+003	-2.68468952E+001	2.06685672E-003	-2.68468952E+001	-2.74750710E+001	-3.55542450E+001	2.99883595E+001	
1.52508081E+003	-2.66431885E+001	2.16611382E-003	-2.66431885E+001	-2.72599888E+001	-3.54243202E+001	2.99833889E+001	
1.52508582E+003	-2.67699413E+001	2.10380671E-003	-2.67699413E+001	-2.73832970E+001	-3.55737343E+001	2.99896660E+001	
1.52509058E+003	-2.68948765E+001	2.04414828E-003	-2.68948765E+001	-2.75107536E+001	-3.56820793E+001	2.99891434E+001	
1.52509558E+003	-2.66886311E+001	2.14356673E-003	-2.66886311E+001	-2.73194809E+001	-3.53788147E+001	2.99876308E+001	
1.52510059E+003	-2.67223186E+001	2.12700339E-003	-2.67223186E+001	-2.73493538E+001	-3.54369926E+001	2.99892178E+001	
1.52510547E+003	-2.68897400E+001	2.04656739E-003	-2.68897400E+001	-2.74989605E+001	-3.57208786E+001	2.99875259E+001	
1.52511047E+003	-2.67442856E+001	2.11627199E-003	-2.67442856E+001	-2.73673801E+001	-3.54844055E+001	2.99873466E+001	
1.52511536E+003	-2.66840515E+001	2.14582845E-003	-2.66840515E+001	-2.73105888E+001	-3.54019203E+001	2.99857903E+001	
1.52512036E+003	-2.68115807E+001	2.08373182E-003	-2.68115826E+001	-2.74147968E+001	-3.56828232E+001	2.99830818E+001	
1.52512524E+003	-2.67745876E+001	2.10155733E-003	-2.67745876E+001	-2.73922634E+001	-3.55499954E+001	2.99883766E+001	
1.52513025E+003	-2.67247047E+001	2.12583481E-003	-2.67247028E+001	-2.73619270E+001	-3.53743591E+001	2.99896545E+001	
1.52513513E+003	-2.67831001E+001	2.09744228E-003	-2.67831001E+001	-2.73978252E+001	-3.55778580E+001	2.99838543E+001	
1.52514014E+003	-2.67814903E+001	2.09821947E-003	-2.67814903E+001	-2.73910065E+001	-3.56106834E+001	2.99871769E+001	
1.52514502E+003	-2.67600155E+001	2.10862025E-003	-2.67600155E+001	-2.73841686E+001	-3.54932938E+001	2.99896889E+001	
1.52515002E+003	-2.67512169E+001	2.11289665E-003	-2.67512169E+001	-2.73661823E+001	-3.55444107E+001	2.99831467E+001	
1.52515503E+003	-2.67559509E+001	2.11059488E-003	-2.67559509E+001	-2.73704300E+001	-3.55523491E+001	2.99852257E+001	
1.52515979E+003	-2.68091431E+001	2.08490202E-003	-2.68091431E+001	-2.74366856E+001	-3.55205460E+001	2.99909515E+001	
1.52516479E+003	-2.67606373E+001	2.10831827E-003	-2.67606373E+001	-2.73813744E+001	-3.55160751E+001	2.99870129E+001	
1.52516980E+003	-2.66896706E+001	2.14305287E-003	-2.66896706E+001	-2.73056488E+001	-3.54762230E+001	2.99858818E+001	
1.52517480E+003	-2.67932339E+001	2.09255377E-003	-2.67932339E+001	-2.74187107E+001	-3.55179367E+001	2.99893017E+001	
1.52517969E+003	-2.68157845E+001	2.08171643E-003	-2.68157845E+001	-2.74425354E+001	-3.55322838E+001	2.99874725E+001	
1.52518457E+003	-2.66939049E+001	2.14096438E-003	-2.66939049E+001	-2.73158722E+001	-3.54413567E+001	2.99864655E+001	
1.52518958E+003	-2.67462711E+001	2.11530505E-003	-2.67462711E+001	-2.73654480E+001	-3.55118599E+001	2.99885540E+001	
1.52519446E+003	-2.68200207E+001	2.07968662E-003	-2.68200207E+001	-2.74419899E+001	-3.55674553E+001	2.99887619E+001	
1.52519946E+003	-2.67187157E+001	2.12876825E-003	-2.67187157E+001	-2.73483505E+001	-3.54166870E+001	2.99887600E+001	
1.52520447E+003	-2.67154884E+001	2.13035056E-003	-2.67154884E+001	-2.73390846E+001	-3.54523697E+001	2.99875126E+001	
1.52520935E+003	-2.68003960E+001	2.08910485E-003	-2.68003960E+001	-2.74155960E+001	-3.55920563E+001	2.99860058E+001	
1.52521423E+003	-2.67635918E+001	2.10688473E-003	-2.67635918E+001	-2.73900223E+001	-3.54821663E+001	2.99882202E+001	
1.52521924E+003	-2.67405891E+001	2.11807434E-003	-2.67405872E+001	-2.73685284E+001	-3.54494324E+001	2.99881001E+001	
1.52522424E+003	-2.67801437E+001	2.09887093E-003	-2.67801437E+001	-2.73959122E+001	-3.55680656E+001	2.99862843E+001	
1.52522925E+003	-2.67665787E+001	2.10543675E-003	-2.67665787E+001	-2.73909092E+001	-3.54986954E+001	2.99899921E+001	
1.52523401E+003	-2.67496891E+001	2.11363961E-003	-2.67496891E+001	-2.73821564E+001	-3.54295502E+001	2.99910431E+001	
1.52523901E+003	-2.67517891E+001	2.11261818E-003	-2.67517891E+001	-2.73722057E+001	-3.55093307E+001	2.99870071E+001	
1.52524402E+003	-2.67425175E+001	2.11713347E-003	-2.67425175E+001	-2.73627930E+001	-3.55009689E+001	2.99884548E+001	
1.52524890E+003	-2.67503262E+001	2.11333088E-003	-2.67503262E+001	-2.73787479E+001	-3.54560699E+001	2.99908237E+001	
1.52525391E+003	-2.67420006E+001	2.11738585E-003	-2.67420006E+001	-2.73652534E+001	-3.54811020E+001	2.99885864E+001	
1.52525879E+003	-2.67429810E+001	2.11690785E-003	-2.67429810E+001	-2.73646812E+001	-3.54921608E+001	2.99896069E+001	
1.52526379E+003	-2.67848701E+001	2.09658686E-003	-2.67848701E+001	-2.74115982E+001	-3.55015144E+001	2.99913139E+001	
1.52526868E+003	-2.67560883E+001	2.11052853E-003	-2.67560883E+001	-2.73822517E+001	-3.54763603E+001	2.99883041E+001	
1.52527368E+003	-2.67193050E+001	2.12847907E-003	-2.67193050E+001	-2.73447266E+001	-3.54443893E+001	2.99877110E+001	
1.52527869E+003	-2.67924786E+001	2.09291722E-003	-2.67924786E+001	-2.74153290E+001	-3.55342026E+001	2.99899502E+001	
1.52528357E+003	-2.67929859E+001	2.09267321E-003	-2.67929859E+001	-2.74144287E+001	-3.55438271E+001	2.99897690E+001	
1.52528845E+003	-2.67080021E+001	2.13402603E-003	-2.67080021E+001	-2.73356037E+001	-3.54190407E+001	2.99890518E+001	
1.52529346E+003	-2.67588501E+001	2.10918696E-003	-2.67588501E+001	-2.73863297E+001	-3.54706650E+001	2.99883919E+001	
1.52529846E+003	-2.68264465E+001	2.07661255E-003	-2.68264465E+001	-2.74521065E+001	-3.55499725E+001	2.99875870E+001	
1.52530334E+003	-2.67665215E+001	2.10546423E-003	-2.67665215E+001	-2.74000912E+001	-3.54393616E+001	2.99882298E+001	
1.52530823E+003	-2.67500000E+001	2.11348874E-003	-2.67500000E+001	-2.73770676E+001	-3.54644699E+001	2.99880142E+001	
1.52531323E+003	-2.67909164E+001	2.09367066E-003	-2.67909164E+001	-2.74038525E+001	-3.55974693E+001	2.99886723E+001	
1.52531824E+003	-2.67755165E+001	2.10110797E-003	-2.67755165E+001	-2.73986263E+001	-3.55155334E+001	2.99921589E+001	
1.52532312E+003	-2.67574215E+001	2.10988056E-003	-2.67574215E+001	-2.73891926E+001	-3.54417191E+001	2.99918880E+001	
1.52532813E+003	-2.67591362E+001	2.10904796E-003	-2.67591362E+001	-2.73801689E+001	-3.55126495E+001	2.99894409E+001	
1.52533301E+003	-2.67539139E+001	2.11158511E-003	-2.67539139E+001	-2.73769112E+001	-3.54946632E+001	2.99910297E+001	
1.52533801E+003	-2.67682934E+001	2.10460485E-003	-2.67682934E+001	-2.73995323E+001	-3.54560013E+001	2.99904118E+001	
1.52534290E+003	-2.67708797E+001	2.10335176E-003	-2.67708797E+001	-2.73957081E+001	-3.54997940E+001	2.99868202E+001	
1.52534790E+003	-2.67614746E+001	2.10791174E-003	-2.67614765E+001	-2.73870640E+001	-3.54854889E+001	2.99883633E+001	
1.52535278E+003	-2.67678089E+001	2.10483978E-003	-2.67678089E+001	-2.74008732E+001	-3.54438705E+001	2.99901962E+001	
