Acquired on 7/10/2022 at 20:36:44
Calibrated on 7/10/2022 at 10:40:43
Device Descriptor:  [none]
Scan Range (nm):  1525.002  --  1610.564
Measurement Type:  Reflection
Group Index:  1.454
Gain:  0 dB
Domain:  Frequency
Resolution Bandwidth (GHz):  1.030924
Frequency domain window was not applied to measurement data.
Number of Data Points (in this file):  16384
NOTE: Data stored in this file is not decimated.

Wavelength (nm)	Return Loss (dB)	Linear Amplitude (1/mm)	Return Loss	Polarization S	Polarization P	Group Delay (ns)	
1.52500159E+003	-3.51098595E+001	3.08328687E-004	-3.51098595E+001	-3.94027557E+001	-3.71312561E+001	3.05260506E+001	
1.52500659E+003	-3.50249405E+001	3.14416888E-004	-3.50249405E+001	-3.56647530E+001	-4.36582413E+001	3.05260506E+001	
1.52501160E+003	-3.36438980E+001	4.32125904E-004	-3.36438980E+001	-3.45349236E+001	-4.09607315E+001	2.99984512E+001	
1.52501648E+003	-3.61702194E+001	2.41533868E-004	-3.61702194E+001	-3.68051109E+001	-4.48346519E+001	2.99949436E+001	
1.52502136E+003	-3.53588982E+001	2.91145581E-004	-3.53588982E+001	-3.60105705E+001	-4.39182129E+001	2.99807453E+001	
1.52502637E+003	-3.44283905E+001	3.60712467E-004	-3.44283905E+001	-3.51256676E+001	-4.27161407E+001	2.99810905E+001	
1.52503137E+003	-3.52421532E+001	2.99078267E-004	-3.52421532E+001	-3.59668350E+001	-4.33758125E+001	3.00062599E+001	
1.52503625E+003	-3.52922325E+001	2.95649283E-004	-3.52922325E+001	-3.60021057E+001	-4.35083618E+001	2.99861984E+001	
1.52504114E+003	-3.48570290E+001	3.26811249E-004	-3.48570290E+001	-3.54856796E+001	-4.35613251E+001	2.99713306E+001	
1.52504614E+003	-3.50346909E+001	3.13711935E-004	-3.50346909E+001	-3.57324677E+001	-4.33195648E+001	3.00030537E+001	
1.52505115E+003	-3.50988846E+001	3.09108989E-004	-3.50988846E+001	-3.58378143E+001	-4.31549263E+001	2.99963474E+001	
1.52505603E+003	-3.50574570E+001	3.12071643E-004	-3.50574570E+001	-3.56666718E+001	-4.38886452E+001	2.99718742E+001	
1.52506104E+003	-3.50192986E+001	3.14825535E-004	-3.50192986E+001	-3.56806221E+001	-4.35194969E+001	2.99934978E+001	
1.52506592E+003	-3.49155502E+001	3.22436943E-004	-3.49155502E+001	-3.56734543E+001	-4.28706932E+001	2.99989567E+001	
