Acquired on 7/10/2022 at 20:47:04
Calibrated on 7/10/2022 at 10:40:43
Device Descriptor:  [none]
Scan Range (nm):  1525.002  --  1610.564
Measurement Type:  Reflection
Group Index:  1.454
Gain:  0 dB
Domain:  Frequency
Resolution Bandwidth (GHz):  1.030924
Frequency domain window was not applied to measurement data.
Number of Data Points (in this file):  16384
NOTE: Data stored in this file is not decimated.

Wavelength (nm)	Return Loss (dB)	Linear Amplitude (1/mm)	Return Loss	Polarization S	Polarization P	Group Delay (ns)	
1.52500159E+003	-3.22133713E+001	6.00707135E-004	-3.22133713E+001	-3.68603821E+001	-3.40377464E+001	2.97324619E+001	
1.52500659E+003	-3.52546158E+001	2.98221014E-004	-3.52546158E+001	-3.59200630E+001	-4.37298012E+001	2.97324619E+001	
1.52501160E+003	-3.47747650E+001	3.33060743E-004	-3.47747650E+001	-3.51211052E+001	-4.59296112E+001	2.99592113E+001	
1.52501648E+003	-3.49866180E+001	3.17203521E-004	-3.49866180E+001	-3.59449310E+001	-4.20197525E+001	3.00450649E+001	
1.52502136E+003	-3.51428032E+001	3.05998838E-004	-3.51427994E+001	-3.58824081E+001	-4.31951942E+001	2.99699574E+001	
1.52502637E+003	-3.52222786E+001	3.00449901E-004	-3.52222786E+001	-3.57425079E+001	-4.46956940E+001	2.99641190E+001	
1.52503137E+003	-3.48385315E+001	3.28206341E-004	-3.48385315E+001	-3.55857353E+001	-4.28502235E+001	3.00060158E+001	
1.52503625E+003	-3.48773651E+001	3.25284462E-004	-3.48773651E+001	-3.56306572E+001	-4.28567886E+001	2.99871368E+001	
1.52504114E+003	-3.53172340E+001	2.93952005E-004	-3.53172340E+001	-3.59577293E+001	-4.39462433E+001	2.99761162E+001	
1.52504614E+003	-3.50057373E+001	3.15810234E-004	-3.50057373E+001	-3.56990204E+001	-4.33164940E+001	2.99940109E+001	
1.52505115E+003	-3.48171577E+001	3.29825561E-004	-3.48171577E+001	-3.55259438E+001	-4.30394211E+001	2.99899864E+001	
1.52505603E+003	-3.52326164E+001	2.99735460E-004	-3.52326202E+001	-3.59186516E+001	-4.35855026E+001	2.99834843E+001	
1.52506104E+003	-3.50727272E+001	3.10976291E-004	-3.50727272E+001	-3.57451477E+001	-4.35060349E+001	2.99859390E+001	
1.52506592E+003	-3.47730103E+001	3.33195494E-004	-3.47730103E+001	-3.54327354E+001	-4.32828941E+001	2.99849205E+001	
1.52507080E+003	-3.50841751E+001	3.10157600E-004	-3.50841751E+001	-3.57930031E+001	-4.33062057E+001	2.99882813E+001	
1.52507581E+003	-3.51329536E+001	3.06693430E-004	-3.51329536E+001	-3.58400726E+001	-4.33646431E+001	2.99879417E+001	
1.52508081E+003	-3.48757324E+001	3.25407018E-004	-3.48757324E+001	-3.55112038E+001	-4.35364838E+001	2.99835606E+001	
1.52508582E+003	-3.49931259E+001	3.16728780E-004	-3.49931259E+001	-3.56850014E+001	-4.33120155E+001	2.99918118E+001	
1.52509058E+003	-3.50549774E+001	3.12249700E-004	-3.50549774E+001	-3.57991066E+001	-4.30831070E+001	2.99919987E+001	
1.52509558E+003	-3.49135666E+001	3.22584325E-004	-3.49135666E+001	-3.55685120E+001	-4.34527168E+001	2.99805222E+001	
1.52510059E+003	-3.49685555E+001	3.18525796E-004	-3.49685555E+001	-3.56386147E+001	-4.34159775E+001	2.99879951E+001	
1.52510547E+003	-3.50333900E+001	3.13805707E-004	-3.50333900E+001	-3.57743492E+001	-4.30785141E+001	2.99960670E+001	
1.52511047E+003	-3.49838333E+001	3.17407015E-004	-3.49838333E+001	-3.56577454E+001	-4.34082451E+001	2.99866962E+001	
1.52511536E+003	-3.49581451E+001	3.19290295E-004	-3.49581451E+001	-3.56084900E+001	-4.35256424E+001	2.99882717E+001	
1.52512036E+003	-3.49219742E+001	3.21960659E-004	-3.49219742E+001	-3.56305847E+001	-4.31452103E+001	2.99951916E+001	
1.52512524E+003	-3.49735031E+001	3.18162900E-004	-3.49735031E+001	-3.56672974E+001	-4.32813225E+001	2.99876347E+001	
1.52513025E+003	-3.50261116E+001	3.14332166E-004	-3.50261116E+001	-3.57026215E+001	-4.34350815E+001	2.99849377E+001	
1.52513513E+003	-3.49010124E+001	3.23518179E-004	-3.49010124E+001	-3.56022606E+001	-4.31660500E+001	2.99908123E+001	
1.52514014E+003	-3.49086342E+001	3.22950771E-004	-3.49086342E+001	-3.56012268E+001	-4.32234268E+001	2.99895344E+001	
