Acquired on 7/10/2022 at 21:23:02
Calibrated on 7/10/2022 at 10:40:43
Device Descriptor:  [none]
Scan Range (nm):  1525.002  --  1610.564
Measurement Type:  Reflection
Group Index:  1.454
Gain:  0 dB
Domain:  Frequency
Resolution Bandwidth (GHz):  1.030924
Frequency domain window was not applied to measurement data.
Number of Data Points (in this file):  16384
NOTE: Data stored in this file is not decimated.

Wavelength (nm)	Return Loss (dB)	Linear Amplitude (1/mm)	Return Loss	Polarization S	Polarization P	Group Delay (ns)	
1.52500159E+003	-3.09867706E+001	7.96751468E-004	-3.09867706E+001	-3.40837936E+001	-3.39120483E+001	2.98811588E+001	
1.52500659E+003	-3.52420502E+001	2.99085281E-004	-3.52420502E+001	-3.59734383E+001	-4.33389664E+001	2.98811588E+001	
1.52501160E+003	-3.54379616E+001	2.85893271E-004	-3.54379616E+001	-3.58884430E+001	-4.55023193E+001	2.99694805E+001	
1.52501648E+003	-3.47275047E+001	3.36704950E-004	-3.47275047E+001	-3.55439224E+001	-4.23880463E+001	3.00113564E+001	
1.52502136E+003	-3.50717468E+001	3.11046606E-004	-3.50717468E+001	-3.57971611E+001	-4.32013893E+001	2.99748764E+001	
1.52502637E+003	-3.53646622E+001	2.90759403E-004	-3.53646622E+001	-3.60152206E+001	-4.39308586E+001	2.99732533E+001	
1.52503137E+003	-3.48745270E+001	3.25497153E-004	-3.48745270E+001	-3.55756989E+001	-4.31399956E+001	2.99904404E+001	
1.52503625E+003	-3.48862877E+001	3.24616936E-004	-3.48862877E+001	-3.55958290E+001	-4.31043015E+001	2.99884129E+001	
1.52504114E+003	-3.52242165E+001	3.00315995E-004	-3.52242165E+001	-3.59669876E+001	-4.32595901E+001	2.99855709E+001	
1.52504614E+003	-3.50006065E+001	3.16183752E-004	-3.50006065E+001	-3.56883850E+001	-4.33432999E+001	2.99835091E+001	
1.52505115E+003	-3.49012413E+001	3.23501357E-004	-3.49012413E+001	-3.55635681E+001	-4.33953056E+001	2.99849243E+001	
1.52505603E+003	-3.51496735E+001	3.05514957E-004	-3.51496735E+001	-3.59093895E+001	-4.30953407E+001	2.99903240E+001	
1.52506104E+003	-3.50940437E+001	3.09453608E-004	-3.50940437E+001	-3.58078232E+001	-4.32882462E+001	2.99883900E+001	
1.52506592E+003	-3.49682007E+001	3.18551552E-004	-3.49682007E+001	-3.55916061E+001	-4.37063217E+001	2.99898129E+001	
1.52507080E+003	-3.50426521E+001	3.13137192E-004	-3.50426521E+001	-3.57647400E+001	-4.31906471E+001	2.99954700E+001	
1.52507581E+003	-3.50347519E+001	3.13707424E-004	-3.50347519E+001	-3.57778702E+001	-4.30682793E+001	2.99851665E+001	
1.52508081E+003	-3.49757080E+001	3.18001607E-004	-3.49757080E+001	-3.56145401E+001	-4.36151886E+001	2.99763184E+001	
1.52508582E+003	-3.49748726E+001	3.18062725E-004	-3.49748726E+001	-3.56620789E+001	-4.33209152E+001	2.99834538E+001	
1.52509058E+003	-3.50024185E+001	3.16051592E-004	-3.50024185E+001	-3.57407990E+001	-4.30614281E+001	2.99837303E+001	
1.52509558E+003	-3.50581131E+001	3.12024378E-004	-3.50581131E+001	-3.57248611E+001	-4.35254593E+001	2.99803276E+001	
1.52510059E+003	-3.49983482E+001	3.16348072E-004	-3.49983482E+001	-3.56831856E+001	-4.33582382E+001	2.99866505E+001	
1.52510547E+003	-3.48952637E+001	3.23946733E-004	-3.48952637E+001	-3.56329422E+001	-4.29580383E+001	2.99852047E+001	
1.52511047E+003	-3.49916992E+001	3.16832913E-004	-3.49916992E+001	-3.56867752E+001	-4.32921028E+001	2.99795952E+001	
1.52511536E+003	-3.50302963E+001	3.14029254E-004	-3.50302963E+001	-3.57116928E+001	-4.34104156E+001	2.99875698E+001	
1.52512036E+003	-3.48945961E+001	3.23996413E-004	-3.48945961E+001	-3.56046143E+001	-4.31099472E+001	2.99925671E+001	
1.52512524E+003	-3.49657021E+001	3.18734936E-004	-3.49657021E+001	-3.56736031E+001	-4.31929741E+001	2.99856262E+001	
1.52513025E+003	-3.50754356E+001	3.10782401E-004	-3.50754356E+001	-3.57735901E+001	-4.33581543E+001	2.99834518E+001	
1.52513513E+003	-3.49341087E+001	3.21062282E-004	-3.49341087E+001	-3.56168060E+001	-4.33065414E+001	2.99871635E+001	
